run,linearity
85,14.686521:15.0-18.751003:15.0-120.69417:239.0-129.2978:239.0-137.55505:239.0-275.10858:207.0-285.32663:207.0-295.6207:207.0-305.98242:207.0-316.40436:207.0-326.87988:207.0-412.02554:175.0-422.7827:175.0-433.5566:175.0-509.31018:239.0-520.1661:239.0-531.0278:239.0-541.8947:239.0-552.7663:239.0-563.64197:239.0-574.52136:239.0-585.404:239.0-596.28955:239.0-607.1777:239.0-694.34766:191.0-705.2494:191.0-716.1519:191.0-727.0552:191.0-737.9591:191.0-879.74457:191.0-890.65265:191.0-901.56085:191.0-912.4691:191.0-923.3775:191.0-934.28595:191.0-945.19446:191.0-956.103:191.0-967.01166:191.0-977.92035:191.0-988.8291:191.0-999.73785:191.0-1010.64667:191.0-1021.5555:191.0-1032.4642:191.0-1043.3732:191.0-1141.554:175.0-1152.463:175.0-1305.1898:223.0-1316.0989:223.0-1327.0079:223.0-1337.917:223.0-1359.7351:239.0-1370.6442:239.0-1381.5532:239.0-1392.4623:239.0-1403.3713:239.0-1414.2804:239.0-1425.1895:239.0-1436.0985:239.0-1447.0076:239.0-1457.9166:239.0-1468.8257:239.0-1479.7347:239.0-1567.0072:191.0-1577.9163:191.0-1588.8253:191.0-1599.7344:191.0-1610.6434:191.0-1621.5525:191.0-1632.4615:191.0-1643.3706:191.0-1654.2797:191.0-1665.1887:191.0-1676.0978:191.0-1741.5521:223.0-1752.4612:223.0-1763.3702:223.0-1774.2793:223.0-1785.1884:223.0-1970.6423:191.0-1981.5514:191.0-1992.4604:191.0-2003.3695:191.0-2014.2786:191.0-2025.1876:191.0-2036.0967:191.0-2047.0057:191.0-2057.915:191.0-2068.8242:191.0-2079.7334:191.0-2090.6426:191.0-2101.5518:191.0-2112.461:191.0-2232.462:191.0-2243.371:191.0-2254.2803:191.0-2265.1895:191.0-2276.0986:191.0-2287.0078:191.0-2297.917:191.0-2308.8262:191.0-2319.7354:191.0-2330.6445:191.0-2384.0:223.0
86,14.686521:15.0-18.751003:15.0-146.4993:239.0-156.46437:239.0-166.5333:239.0-249.6842:191.0-260.29892:191.0-270.946:191.0-281.62195:191.0-292.32352:191.0-389.41458:191.0-400.25897:191.0-541.66864:191.0-552.56506:191.0-563.4629:191.0-574.36194:191.0-585.2621:191.0-596.1632:191.0-607.06525:191.0-617.968:191.0-628.8715:191.0-639.77563:191.0-650.6803:191.0-661.58545:191.0-672.491:191.0-683.397:191.0-781.5623:143.0-792.47046:143.0-945.19135:191.0-956.1003:191.0-967.0092:191.0-977.91815:191.0-988.82715:191.0-999.73615:191.0-1010.64514:191.0-1021.55414:191.0-1032.4633:191.0-1043.3723:191.0-1054.2814:191.0-1065.1904:191.0-1108.8267:207.0-1119.7357:207.0-1130.6448:207.0-1141.5538:207.0-1272.4625:191.0-1283.3716:191.0-1337.9169:239.0-1348.8259:239.0-1359.735:239.0-1370.644:239.0-1381.5531:239.0-1457.9165:207.0-1468.8256:207.0-1479.7346:207.0-1490.6437:207.0-1621.5524:191.0-1632.4614:191.0-1643.3705:191.0-1654.2795:191.0-1665.1886:191.0-1676.0977:191.0-1741.552:239.0-1752.461:239.0-1763.3701:239.0-1774.2792:239.0-1785.1882:239.0-1796.0973:239.0-1905.1879:207.0-1916.0969:207.0-1927.006:207.0-1937.915:207.0-1948.8241:207.0-1959.7332:207.0-1970.6422:207.0-1981.5513:207.0-1992.4603:207.0-2003.3694:207.0-2112.4607:239.0-2123.3699:239.0-2134.279:239.0-2145.1882:239.0-2276.0984:207.0-2287.0076:207.0-2297.9167:207.0-2308.826:207.0-2319.735:207.0-2330.6443:207.0-2341.5535:207.0-2352.4626:207.0-2363.3718:207.0
87,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-156.46437:191.0-166.5333:191.0-176.69463:191.0-186.93822:191.0-228.5684:223.0-239.10587:223.0-249.6842:223.0-260.29892:223.0-270.946:223.0-303.0479:239.0-313.79263:239.0-324.55542:239.0-335.33432:239.0-346.12753:239.0-356.9335:239.0-454.57324:223.0-465.45016:223.0-476.33063:223.0-487.21423:223.0-498.10065:223.0-508.98956:223.0-519.8807:223.0-530.7738:223.0-541.66864:223.0-552.56506:223.0-563.4629:223.0-607.06525:239.0-617.968:239.0-628.8715:239.0-639.77563:239.0-650.6803:239.0-661.58545:239.0-759.74646:223.0-770.6543:223.0-781.5623:223.0-807.351:239.0-814.22235:239.0-821.53784:239.0-912.00256:239.0-920.56226:239.0-991.15674:191.0-1049.9515:239.0-1060.1368:239.0-1070.4017:239.0-1080.7375:239.0-1091.1364:239.0-1101.5913:239.0-1112.0962:239.0-1122.6456:239.0-1133.2346:239.0-1316.4562:191.0-1327.3259:191.0-1338.2001:191.0-1349.078:191.0-1436.1979:159.0-1447.0961:159.0-1457.9955:159.0-1588.8452:127.0-1599.7522:127.0-1665.198:191.0-1676.1062:191.0-1687.0144:191.0-1697.9227:191.0-1741.5568:223.0-1752.4655:223.0-1763.3741:223.0-1774.283:223.0-1785.1918:223.0-1796.1006:223.0-1807.0094:223.0-1817.9183:223.0-1828.8273:223.0-1839.7362:223.0-1850.6451:223.0-1861.5541:223.0-1872.463:223.0-1948.8262:191.0-1959.7352:191.0-1970.6443:191.0-1981.5533:191.0-1992.4624:191.0-2003.3715:191.0-2177.929:223.0-2185.8367:223.0-2193.4746:223.0-2255.0784:191.0-2304.454:223.0-2314.644:223.0-2324.913:223.0-2334.6526:223.0-2343.9207:223.0-2353.3694:223.0-2362.9788:223.0-2372.731:223.0-2382.6106:223.0-2384.0:223.0
88,14.686521:15.0-18.751003:15.0-134.80966:239.0-143.6606:239.0-152.73793:239.0-224.6751:191.0-234.44083:191.0-244.33234:191.0-379.7271:223.0-390.43713:223.0-465.90247:191.0-476.7332:191.0-487.5725:191.0-498.41953:191.0-509.27338:191.0-520.1333:191.0-530.99866:191.0-541.8688:191.0-552.7432:191.0-563.62146:191.0-574.5031:191.0-650.7428:239.0-661.64105:239.0-672.5405:239.0-683.44104:239.0-694.3425:239.0-770.6717:207.0-781.57776:207.0-792.4842:207.0-803.3909:207.0-814.2979:207.0-825.20514:207.0-836.11255:207.0-847.02014:207.0-857.9279:207.0-868.8358:207.0-879.74384:207.0-890.652:207.0-901.56024:207.0-912.46857:207.0-923.377:207.0-934.2855:207.0-945.1941:207.0-956.1027:207.0-967.0114:207.0-977.9201:207.0-988.82886:207.0-999.7377:207.0-1228.8267:191.0-1239.7357:191.0-1250.6448:191.0-1261.5538:191.0-1272.4629:191.0-1283.372:191.0-1294.281:191.0-1305.1901:191.0-1316.0991:191.0-1327.0082:191.0-1381.5535:223.0-1392.4625:223.0-1403.3716:223.0-1414.2806:223.0-1545.1893:207.0-1556.0984:207.0-1567.0074:207.0-1577.9165:207.0-1588.8256:207.0-1730.6433:239.0-1741.5524:239.0-1828.8248:191.0-1839.7339:191.0-1850.643:191.0-1970.6426:191.0-1981.5516:191.0-2003.3698:207.0-2014.2788:207.0-2025.1879:207.0-2036.0969:207.0-2047.006:207.0-2057.915:207.0-2090.6426:223.0-2101.5518:223.0-2112.461:223.0-2123.37:223.0-2134.2793:223.0-2145.1885:223.0-2156.0977:223.0-2167.0068:223.0-2177.916:223.0-2188.8252:223.0-2199.7344:223.0-2210.6436:223.0-2221.5527:223.0-2265.1895:239.0-2276.0986:239.0-2287.0078:239.0-2374.2812:191.0-2384.0:191.0
89,14.686521:15.0-18.751003:15.0-119.63636:207.0-128.35635:207.0-136.71715:207.0-221.50464:191.0-231.61913:191.0-241.82101:191.0-252.1007:191.0-262.44962:191.0-272.86017:191.0-283.32556:191.0-293.83975:191.0-411.53128:191.0-433.1651:207.0-443.99692:207.0-454.83725:207.0-465.68515:207.0-563.5453:191.0-574.4353:191.0-585.3274:191.0-596.2214:191.0-607.117:191.0-618.0141:191.0-628.91254:191.0-639.81213:191.0-650.71277:191.0-725.30426:239.0-735.20074:239.0-745.2086:239.0-838.34296:207.0-847.80524:207.0-857.42664:207.0-941.9893:191.0-952.0505:191.0-962.2049:191.0-972.4423:191.0-982.75366:191.0-993.13074:191.0-1003.56635:191.0-1014.054:191.0-1024.588:191.0-1035.1633:191.0-1045.7754:191.0-1056.42:191.0-1067.0939:191.0-1077.7936:191.0-1088.5162:191.0-1099.2594:191.0-1110.0209:191.0-1120.7986:191.0-1131.5907:191.0-1142.3958:191.0-1240.0304:175.0-1250.907:175.0-1261.7872:175.0-1272.6707:175.0-1283.5569:175.0-1294.4456:175.0-1327.1243:191.0-1338.0206:191.0-1348.9183:191.0-1359.8173:191.0-1370.7173:191.0-1381.6184:191.0-1392.5204:191.0-1403.4231:191.0-1447.0404:207.0-1457.9459:207.0-1468.8518:207.0-1501.5715:223.0-1512.4786:223.0-1523.386:223.0-1534.2935:223.0-1545.2012:223.0-1556.109:223.0-1567.017:223.0-1599.7416:239.0-1610.65:239.0-1621.5585:239.0-1708.8281:191.0-1719.7369:191.0-1730.6459:191.0-1741.5548:191.0-1752.4637:191.0-1763.3727:191.0-1774.2816:191.0-1785.1906:191.0-1796.0995:191.0-1807.0085:191.0-1817.9176:191.0-1975.768:223.0-1986.1134:223.0-2066.9797:223.0-2076.8918:223.0-2086.9138:223.0-2180.4321:207.0-2191.0645:207.0-2201.7273:207.0-2212.4172:207.0-2223.1313:207.0-2233.867:207.0-2244.6216:207.0-2255.393:207.0-2341.9915:175.0-2352.8523:175.0-2383.7307:191.0-2384.0:191.0
90,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-156.46437:191.0-166.5333:191.0-176.69463:191.0-228.5684:239.0-239.10587:239.0-249.6842:239.0-260.29892:239.0-270.946:239.0-281.02194:239.0-290.5895:239.0-371.28088:191.0-381.71997:191.0-413.32532:207.0-423.9395:207.0-434.58615:207.0-445.26166:207.0-477.43134:223.0-488.19388:223.0-498.97253:223.0-509.76553:223.0-542.2157:239.0-553.05194:239.0-563.8962:239.0-574.74756:239.0-585.6053:239.0-661.7372:207.0-672.62604:207.0-683.51715:207.0-694.4102:207.0-705.30505:207.0-716.2015:207.0-727.0993:207.0-737.99835:207.0-868.84625:191.0-879.7531:191.0-890.6602:191.0-901.56757:191.0-912.4751:191.0-923.3828:191.0-934.29065:191.0-945.19867:191.0-956.1068:191.0-967.015:191.0-977.92334:191.0-1054.2834:239.0-1065.1923:239.0-1076.1011:239.0-1087.0099:239.0-1185.1903:223.0-1196.0994:223.0-1272.4628:191.0-1283.3718:191.0-1294.2809:191.0-1305.19:191.0-1316.099:191.0-1327.008:191.0-1337.9171:191.0-1348.8262:191.0-1359.7352:191.0-1370.6443:191.0-1381.5533:191.0-1392.4624:191.0-1403.3715:191.0-1414.2805:191.0-1425.1896:191.0-1436.0986:191.0-1447.0077:191.0-1457.9167:191.0-1468.8258:191.0-1479.7349:191.0-1490.6439:191.0-1534.2802:207.0-1545.1892:207.0-1556.0983:207.0-1567.0073:207.0-1577.9164:207.0-1588.8254:207.0-1599.7345:207.0-1610.6436:207.0-1730.6432:207.0-1741.5522:207.0-1752.4613:207.0-1763.3704:207.0-1774.2794:207.0-1785.1885:207.0-1916.0972:191.0-1927.0062:191.0-1937.9153:191.0-1981.5515:223.0-1992.4606:223.0-2003.3696:223.0-2101.5518:207.0-2112.461:207.0-2123.37:207.0-2134.2793:207.0-2145.1885:207.0-2156.0977:207.0-2167.0068:207.0-2177.916:207.0-2188.8252:207.0-2199.7344:207.0-2210.6436:207.0-2221.5527:207.0-2352.463:191.0-2363.372:191.0-2374.2812:191.0-2384.0:191.0
91,14.686521:15.0-18.751003:15.0-126.93359:207.0-136.6509:207.0-146.4993:207.0-156.46437:207.0-166.5333:207.0-176.69463:207.0-323.95544:239.0-333.60034:239.0-404.25964:207.0-414.67108:207.0-425.13724:207.0-435.65213:207.0-446.2104:207.0-456.80722:207.0-467.43842:207.0-478.1002:207.0-640.0839:207.0-650.9547:207.0-661.8297:207.0-672.70844:207.0-683.5905:207.0-694.4756:207.0-705.3633:207.0-716.2533:207.0-727.14545:207.0-738.0394:207.0-748.93506:207.0-792.5309:223.0-803.4325:223.0-814.3349:223.0-825.23804:223.0-836.14185:223.0-847.0462:223.0-945.2031:207.0-956.1107:207.0-967.0185:207.0-977.9264:207.0-988.8345:207.0-999.7426:207.0-1119.7374:207.0-1130.6462:207.0-1141.5552:207.0-1152.4641:207.0-1163.373:207.0-1174.282:207.0-1294.2812:207.0-1305.1903:207.0-1316.0994:207.0-1327.0084:207.0-1337.9175:207.0-1348.8265:207.0-1359.7356:207.0-1370.6447:207.0-1381.5537:207.0-1392.4628:207.0-1403.3718:207.0-1414.2809:207.0-1425.19:207.0-1436.099:207.0-1447.008:207.0-1457.9171:207.0-1588.8258:191.0-1599.7349:191.0-1610.6439:191.0-1621.553:191.0-1632.462:191.0-1643.3711:191.0-1654.2802:191.0-1752.4617:191.0-1763.3707:191.0-1807.007:223.0-1817.916:223.0-1828.8251:223.0-1839.7341:223.0-1850.6432:223.0-1861.5522:223.0-1872.4613:223.0-1883.3704:223.0-1894.2794:223.0-1905.1885:223.0-1916.0975:223.0-2047.0062:207.0-2057.9155:207.0-2068.8247:207.0-2079.734:207.0-2090.643:207.0-2101.5522:207.0-2112.4614:207.0-2210.644:191.0-2221.5532:191.0-2232.4624:191.0-2243.3716:191.0-2254.2808:191.0-2265.19:191.0-2276.099:191.0-2287.0083:191.0
92,14.686521:15.0-18.751003:15.0-146.4993:239.0-156.46437:239.0-166.5333:239.0-346.12753:191.0-356.9335:191.0-367.7508:191.0-378.5782:191.0-389.41458:191.0-400.25897:191.0-411.11047:191.0-465.45016:223.0-476.33063:223.0-487.21423:223.0-498.10065:223.0-508.98956:223.0-541.66864:239.0-552.56506:239.0-563.4629:239.0-574.36194:239.0-585.2621:239.0-596.1632:239.0-694.3033:223.0-705.2099:223.0-716.11676:223.0-748.83875:239.0-759.74646:239.0-770.6543:239.0-781.5623:239.0-792.47046:239.0-868.82965:207.0-879.73834:207.0-890.6471:207.0-901.5559:207.0-912.4647:207.0-923.3736:207.0-934.2825:207.0-945.19135:207.0-956.1003:207.0-967.0092:207.0-977.91815:207.0-988.82715:207.0-1108.8267:207.0-1119.7357:207.0-1130.6448:207.0-1141.5538:207.0-1152.4629:207.0-1163.372:207.0-1174.281:207.0-1185.1901:207.0-1196.0991:207.0-1207.0082:207.0-1217.9172:207.0-1228.8263:207.0-1239.7354:207.0-1250.6444:207.0-1261.5535:207.0-1272.4625:207.0-1283.3716:207.0-1294.2806:207.0-1392.4622:191.0-1403.3712:191.0-1414.2803:191.0-1425.1893:191.0-1436.0984:191.0-1447.0074:191.0-1457.9165:191.0-1523.3708:239.0-1534.2799:239.0-1545.189:239.0-1556.098:239.0-1796.0973:191.0-1807.0063:191.0-1817.9154:191.0-1828.8245:191.0-1839.7335:191.0-1916.0969:159.0-1927.006:159.0-2079.7332:207.0-2090.6423:207.0-2101.5515:207.0-2112.4607:207.0-2123.3699:207.0-2134.279:207.0-2145.1882:207.0-2156.0974:207.0-2167.0066:207.0-2177.9158:207.0-2188.825:207.0-2199.7341:207.0-2210.6433:207.0-2221.5525:207.0-2232.4617:207.0-2243.3708:207.0-2254.28:207.0-2265.1892:207.0-2276.0984:207.0-2287.0076:207.0-2297.9167:207.0-2308.826:207.0-2319.735:207.0-2330.6443:207.0-2373.681:223.0-2383.456:223.0-2384.0:223.0
93,14.686521:15.0-18.751003:15.0-146.4993:239.0-156.46437:239.0-166.5333:239.0-176.69463:239.0-186.93822:239.0-281.62195:223.0-292.32352:223.0-303.0479:223.0-313.79263:223.0-411.11047:207.0-421.96832:207.0-432.8318:207.0-443.7003:207.0-454.57324:207.0-465.45016:207.0-596.1632:191.0-607.06525:191.0-617.968:191.0-628.8715:191.0-639.77563:191.0-650.6803:191.0-661.58545:191.0-672.491:191.0-683.397:191.0-694.3033:191.0-705.2099:191.0-716.11676:191.0-727.02386:191.0-737.9312:191.0-748.83875:191.0-759.74646:191.0-770.6543:191.0-781.5623:191.0-792.47046:191.0-803.37866:191.0-814.287:191.0-825.1954:191.0-836.1038:191.0-847.0124:191.0-857.921:191.0-868.82965:191.0-879.73834:191.0-890.6471:191.0-901.5559:191.0-912.4647:191.0-923.3736:191.0-1043.3723:191.0-1054.2814:191.0-1065.1904:191.0-1076.0995:191.0-1087.0085:191.0-1097.9176:191.0-1108.8267:191.0-1119.7357:191.0-1261.5535:223.0-1272.4625:223.0-1283.3716:223.0-1294.2806:223.0-1392.4622:207.0-1403.3712:207.0-1414.2803:207.0-1425.1893:207.0-1523.3708:191.0-1534.2799:191.0-1545.189:191.0-1556.098:191.0-1567.0071:191.0-1577.9161:191.0-1588.8252:191.0-1599.7343:191.0-1610.6433:191.0-1621.5524:191.0-1772.5452:175.0-1823.039:239.0-1833.3844:239.0-1843.7919:239.0-1854.2545:239.0-1864.7664:239.0-1875.3219:239.0-1885.9163:239.0-1896.5453:239.0-1907.2051:239.0-1917.8923:239.0-1928.604:239.0-1939.3374:239.0-1950.0901:239.0-1960.86:239.0-1971.6451:239.0-1982.444:239.0-1993.2549:239.0-2004.0767:239.0-2014.908:239.0-2025.7479:239.0-2036.5955:239.0-2047.4497:239.0-2145.3433:223.0-2156.2354:223.0-2276.1355:223.0-2287.0403:223.0-2363.3848:191.0-2374.2922:191.0-2384.0:191.0
94,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-156.46437:191.0-166.5333:191.0-176.69463:191.0-186.93822:191.0-197.255:191.0-207.63695:191.0-218.07687:191.0-228.5684:191.0-239.10587:191.0-249.6842:191.0-260.29892:191.0-270.946:191.0-281.62195:191.0-443.7003:207.0-454.57324:207.0-465.45016:207.0-476.33063:207.0-487.21423:207.0-607.06525:207.0-617.968:207.0-628.8715:207.0-639.77563:207.0-650.6803:207.0-661.58545:207.0-672.491:207.0-683.397:207.0-694.3033:207.0-705.2099:207.0-716.11676:207.0-727.02386:207.0-737.9312:207.0-748.83875:207.0-868.82965:207.0-879.73834:207.0-890.6471:207.0-901.5559:207.0-912.4647:207.0-923.3736:207.0-934.2825:207.0-945.19135:207.0-977.91815:223.0-988.82715:223.0-999.73615:223.0-1010.64514:223.0-1043.3723:239.0-1054.2814:239.0-1065.1904:239.0-1076.0995:239.0-1087.0085:239.0-1097.9176:239.0-1174.281:207.0-1185.1901:207.0-1196.0991:207.0-1207.0082:207.0-1217.9172:207.0-1228.8263:207.0-1239.7354:207.0-1250.6444:207.0-1261.5535:207.0-1272.4625:207.0-1283.3716:207.0-1294.2806:207.0-1337.9169:223.0-1348.8259:223.0-1359.735:223.0-1370.644:223.0-1381.5531:223.0-1392.4622:223.0-1403.3712:223.0-1414.2803:223.0-1425.1893:223.0-1436.0984:223.0-1447.0074:223.0-1457.9165:223.0-1501.5527:239.0-1512.4618:239.0-1523.3708:239.0-1534.2799:239.0-1545.189:239.0-1556.098:239.0-1632.4614:207.0-1643.3705:207.0-1654.2795:207.0-1665.1886:207.0-1676.0977:207.0-1687.0067:207.0-1697.9158:207.0-1708.8248:207.0-1719.7339:207.0-1730.643:207.0-1828.8245:191.0-1839.7335:191.0-1850.6426:191.0-1861.5516:191.0-1872.4607:191.0-1883.3698:191.0-1894.2788:191.0-1905.1879:191.0-1916.0969:191.0-1927.006:191.0-1937.915:191.0-1948.8241:191.0-1959.7332:191.0-1970.6422:191.0-1981.5513:191.0-1992.4603:191.0-2003.3694:191.0-2014.2784:191.0-2134.279:191.0-2145.1882:191.0-2156.0974:191.0-2167.0066:191.0-2177.9158:191.0-2188.825:191.0-2199.7341:191.0-2210.6433:191.0-2221.5525:191.0-2232.4617:191.0-2243.3708:191.0-2254.28:191.0-2265.1892:191.0-2276.0984:191.0-2287.0076:191.0-2297.9167:191.0-2308.826:191.0-2319.735:191.0-2330.6443:191.0
95,14.686521:15.0-18.751003:15.0-136.6509:223.0-146.4993:223.0-156.46437:223.0-166.5333:223.0-176.69463:223.0-186.93822:223.0-292.32352:191.0-303.0479:191.0-313.79263:191.0-324.55542:191.0-335.33432:191.0-346.12753:191.0-356.9335:191.0-367.7508:191.0-443.7003:239.0-454.57324:239.0-465.45016:239.0-585.2621:191.0-596.1632:191.0-607.06525:191.0-617.968:191.0-628.8715:191.0-639.77563:191.0-650.6803:191.0-661.58545:191.0-781.5623:191.0-792.47046:191.0-803.37866:191.0-814.287:191.0-868.82965:239.0-879.73834:239.0-890.6471:239.0-901.5559:239.0-977.91815:207.0-988.82715:207.0-999.73615:207.0-1010.64514:207.0-1021.55414:207.0-1032.4633:207.0-1043.3723:207.0-1054.2814:207.0-1065.1904:207.0-1076.0995:207.0-1196.0991:207.0-1207.0082:207.0-1217.9172:207.0-1228.8263:207.0-1239.7354:207.0-1250.6444:207.0-1261.5535:207.0-1272.4625:207.0-1283.3716:207.0-1294.2806:207.0-1305.1897:207.0-1316.0988:207.0-1436.0984:207.0-1447.0074:207.0-1457.9165:207.0-1468.8256:207.0-1479.7346:207.0-1490.6437:207.0-1501.5527:207.0-1512.4618:207.0-1523.3708:207.0-1534.2799:207.0-1577.9161:223.0-1588.8252:223.0-1599.7343:223.0-1610.6433:223.0-1621.5524:223.0-1632.4614:223.0-1643.3705:223.0-1654.2795:223.0-1665.1886:223.0-1763.3701:207.0-1774.2792:207.0-1785.1882:207.0-1796.0973:207.0-1807.0063:207.0-1817.9154:207.0-1948.8241:191.0-1959.7332:191.0-1970.6422:191.0-1981.5513:191.0-1992.4603:191.0-2003.3694:191.0-2014.2784:191.0-2297.9167:191.0-2308.826:191.0-2319.735:191.0-2330.6443:191.0-2341.5535:191.0-2352.4626:191.0-2363.3718:191.0
96,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-156.46437:191.0-166.5333:191.0-176.69463:191.0-186.93822:191.0-197.255:191.0-207.63695:191.0-260.29892:223.0-270.946:223.0-281.62195:223.0-292.32352:223.0-303.0479:223.0-313.79263:223.0-324.55542:223.0-335.33432:223.0-346.12753:223.0-356.9335:223.0-367.7508:223.0-378.5782:223.0-389.41458:223.0-400.25897:223.0-411.11047:223.0-421.96832:223.0-432.8318:223.0-443.7003:223.0-454.57324:223.0-465.45016:223.0-508.98956:239.0-519.8807:239.0-530.7738:239.0-541.66864:239.0-552.56506:239.0-563.4629:239.0-574.36194:239.0-585.2621:239.0-596.1632:239.0-672.491:207.0-683.397:207.0-694.3033:207.0-705.2099:207.0-716.11676:207.0-770.6543:239.0-781.5623:239.0-792.47046:239.0-803.37866:239.0-814.287:239.0-825.1954:239.0-836.1038:239.0-847.0124:239.0-857.921:239.0-1054.2814:191.0-1065.1904:191.0-1076.0995:191.0-1174.281:191.0-1185.1901:191.0-1196.0991:191.0-1239.7354:223.0-1250.6444:223.0-1261.5535:223.0-1272.4625:223.0-1283.3716:223.0-1294.2806:223.0-1305.1897:223.0-1316.0988:223.0-1327.0078:223.0-1337.9169:223.0-1348.8259:223.0-1359.735:223.0-1370.644:223.0-1381.5531:223.0-1392.4622:223.0-1403.3712:223.0-1414.2803:223.0-1425.1893:223.0-1588.8252:191.0-1599.7343:191.0-1643.3705:223.0-1654.2795:223.0-1665.1886:223.0-1676.0977:223.0-1687.0067:223.0-1697.9158:223.0-1708.8248:223.0-1719.7339:223.0-1730.643:223.0-1741.552:223.0-1752.461:223.0-1763.3701:223.0-1774.2792:223.0-1785.1882:223.0-1796.0973:223.0-1807.0063:223.0-1817.9154:223.0-1828.8245:223.0-1839.7335:223.0-1850.6426:223.0-1861.5516:223.0-1872.4607:223.0-1883.3698:223.0-1894.2788:223.0-1905.1879:223.0-1916.0969:223.0-1927.006:223.0-2156.0974:207.0-2167.0066:207.0-2177.9158:207.0-2188.825:207.0-2199.7341:207.0-2210.6433:207.0-2308.826:191.0-2319.735:191.0-2330.6443:191.0-2341.5535:191.0-2352.4626:191.0-2363.3718:191.0-2384.0:207.0
97,14.686521:15.0-18.751003:15.0-126.93359:207.0-136.6509:207.0-146.4993:207.0-156.46437:207.0-166.5333:207.0-176.69463:207.0-186.93822:207.0-197.255:207.0-207.63695:207.0-335.33432:159.0-346.12753:159.0-389.41458:191.0-400.25897:191.0-411.11047:191.0-421.96832:191.0-432.8318:191.0-443.7003:191.0-454.57324:191.0-465.45016:191.0-476.33063:191.0-487.21423:191.0-498.10065:191.0-508.98956:191.0-519.8807:191.0-530.7738:191.0-541.66864:191.0-552.56506:191.0-672.491:207.0-683.397:207.0-694.3033:207.0-705.2099:207.0-803.37866:191.0-814.287:191.0-825.1954:191.0-836.1038:191.0-847.0124:191.0-857.921:191.0-977.91815:191.0-988.82715:191.0-999.73615:191.0-1010.64514:191.0-1065.1904:239.0-1076.0995:239.0-1087.0085:239.0-1097.9176:239.0-1108.8267:239.0-1119.7357:239.0-1196.0991:207.0-1207.0082:207.0-1217.9172:207.0-1228.8263:207.0-1239.7354:207.0-1250.6444:207.0-1261.5535:207.0-1316.0988:239.0-1327.0078:239.0-1337.9169:239.0-1348.8259:239.0-1359.735:239.0-1370.644:239.0-1381.5531:239.0-1392.4622:239.0-1403.3712:239.0-1414.2803:239.0-1425.1893:239.0-1436.0984:239.0-1447.0074:239.0-1457.9165:239.0-1468.8256:239.0-1479.7346:239.0-1490.6437:239.0-1501.5527:239.0-1512.4618:239.0-1665.1886:223.0-1676.0977:223.0-1687.0067:223.0-1807.0063:223.0-1817.9154:223.0-1828.8245:223.0-1839.7335:223.0-1850.6426:223.0-1861.5516:223.0-1872.4607:223.0-1883.3698:223.0-1894.2788:223.0-1905.1879:223.0-1948.8241:239.0-1959.7332:239.0-1970.6422:239.0-1981.5513:239.0-1992.4603:239.0-2003.3694:239.0-2014.2784:239.0-2101.5515:191.0-2112.4607:191.0-2123.3699:191.0-2134.279:191.0-2145.1882:191.0-2156.0974:191.0-2167.0066:191.0-2177.9158:191.0-2243.3708:223.0-2254.28:223.0-2265.1892:223.0-2276.0984:223.0-2373.681:207.0-2383.456:207.0-2384.0:207.0
